PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,2013 Plant ID Code,2014 Plant ID Code,Sample Date if diff from TransMetadata,Trimb in 2012?,2012 Trimb Pt name,new 2014 id in trimb,VISITED PREV in 2014?,CODE FOR PREV VISIT,VISITED AGAIN IN 2014?,CODE FOR LATER VISIT,Comments2,TRIMBLED IN 2014?,which trimble?,FileName?,Northing,Easting,TRIMBSBUD,TRIMBSFLOW,TRIMBSDONE,TRIMBS NOflow,DEAD STEMS,Comments 3,Comments 3G,Ascl within 1 m?,Ascl within 2 m,Grazing lawn?,Shrubs within 1 m?,Bflies nectaring?,Monarch immatures2?,Crab spiders?,Other insects?,Comments 4,total # bitten stems,# of bitten stems flower this year,# bitten stems w axillary,# of UNbit stems w axillary,# of axillary shoots,# of BITTEN Axillary shoots,Comments 5 damage,Comments 6,Photo Exposure,Comments 12,Comments 13,Comments 14,Comments 15,Comments 16
3166,Q,317,,PYN-S2-13-R1-003,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3167,R,318,PYNW1001,PYN-W1-13-R1-001,,,yes,001,,no,,,,,yes,,PynW1at,,,2,0,0,2,,1 stem eaten by cattle,,,,,,,,,,,,,,,,,,,,,,,,
3168,R,318,PYNW1007,PYN-W1-13-R1-002,,,yes,007,,no,,,,,yes,,PynW1at,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,R,318,PYNW1002,PYN-W1-13-R1-003,,,yes,002,,no,,,,,yes,,PynW1at,,,3,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3170,R,318,PYNW1006,PYN-W1-13-R1-004,,,yes,006,,no,,,,,yes,,PynW1at,,,1,0,0,0,,stem is broken,,,,,,,,,,,,,,,,,,,,,,,,
3171,R,318,PYNW1004,PYN-W1-13-R1-005,,,yes,004,,no,,,,,yes,,PynW1at,,,3,0,0,0,,trampled by large vertebrate,,,,,,,,,,,,,,,,,,,,,,,,
3172,S,319,,PYN-N1W1-13-R1-001,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3173,S,319,,PYN-N1W1-13-R1-002,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174,S,319,,PYN-N1W1-13-R1-003,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175,S,319,,PYN-N1W1-13-R1-004,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3176,S,319,,PYN-N1W1-13-R1-005,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3177,S,319,,PYN-N1W1-13-R1-006,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,S,319,,PYN-N1W1-13-R1-007,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179,S,319,,PYN-N1W1-13-R1-008,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3180,S,319,,PYN-N1W1-13-R1-009,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181,S,319,,PYN-N1W1-13-R1-010,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3182,S,319,,PYN-N1W1-13-R1-011,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,S,319,,PYN-N1W1-13-R1-012,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,S,319,,PYN-N1W1-13-R1-013,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,S,319,,PYN-N1W1-13-R1-014,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,S,319,,PYN-N1W1-13-R1-015,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187,S,319,,PYN-N1W1-13-R1-016,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3188,S,319,,PYN-N1W1-13-R1-017,,,noo,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,S,319,,PYN-N1W1-13-R1-018,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,S,319,,PYN-N1W1-13-R1-019,,,noo,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,S,319,,PYN-N1W1-13-R1-020,,,noo,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,S,319,,PYN-N1W1-13-R1-021,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,S,319,,PYN-N1W1-13-R1-022,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,S,319,,PYN-N1W1-13-R1-023,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,S,319,,PYN-N1W1-13-R1-024,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,S,319,,PYN-N1W1-13-R1-025,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,S,319,,PYN-N1W1-13-R1-026,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,S,319,,PYN-N1W1-13-R1-027,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,S,319,,PYN-N1W1-13-R1-028,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,S,319,,PYN-N1W1-13-R1-029,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,S,319,,PYN-N1W1-13-R1-030,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,S,319,,PYN-N1W1-13-R1-031,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,S,319,,PYN-N1W1-13-R1-032,,,noo,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,S,319,,PYN-N1W1-13-R1-033,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,S,319,,PYN-N1W1-13-R1-034,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,S,319,,PYN-N1W1-13-R1-035,,,no,,,,,,,"in NORTH patch, viewed from West Patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,T,320,,PYN-W2-13-R1-001,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,T,320,,PYN-W2-13-R1-002,,,no,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,T,320,,PYN-W2-13-R1-003,,,no,,,no,,,,hidden behind bush,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,T,320,,PYN-W2-13-R1-004,,,no,,,no,,,,near rim,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,T,320,PYNW2001,PYN-W2-13-R1-005,,,yes,PYNW2AT001,,no,,,,,yes,,PYNW2AT,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3212,T,320,PYNW2003,PYN-W2-13-R1-006,,,yes,003,,no,,,,,yes,,PYNW2AT,,,3,0,0,2,,,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3213,T,320,PYNW2005,PYN-W2-13-R1-007,,,yes,005,,no,,,,,yes,,PYNW2AT,,,1,5,0,0,,,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3214,T,320,PYNW2004,PYN-W2-13-R1-008,,,yes,004,,no,,,,,yes,,PYNW2AT,,,1,1,0,2,,flowering stem 18 cm apart; possibly different plant,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3215,T,320,PYNW2010,PYN-W2-13-R1-009,,,yes,010,,no,,,,,yes,,PYNW2AT,,,0,6,0,0,,,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3216,T,320,PYNW2011,PYN-W2-13-R1-010,,,,011,,no,,,,,yes,,PYNW2AT,,,1,1,0,2,,,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3217,T,320,PYNW2006,PYN-W2-13-R1-011,,,yes,006,,no,,,,,yes,,PYNW2AT,,,5,0,0,0,,,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3218,T,320,PYNW2007,PYN-W2-13-R1-012,,,yes,007,,no,,,,,yes,,PYNW2AT,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,Jake and Gatha trimble data,,,,,,
3219,U,321,,PYN-N2W2-13-R1-001,,,NO,,,NO,,,,"In North patch, viewed from West Patch",NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,U,321,,PYN-N2W2-13-R1-002,,,NO,,,NO,,,,"In North Patch, viewed from West patch",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,V,322,,PYW-C1-13-R1-001,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,V,322,,PYW-C1-13-R1-002,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,V,322,PYWC1002,PYW-C1-13-R1-003,,,YES,,,NO,,,,,YES,,PYWATBEN,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,V,322,,PYW-C1-13-R1-004,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,V,322,,PYW-C1-13-R1-005,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,V,322,,PYW-C1-13-R1-006,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,V,322,,PYW-C1-13-R1-007,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,V,322,,PYW-C1-13-R1-008,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,V,322,,PYW-C1-13-R1-009,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,V,322,,PYW-C1-13-R1-010,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,V,322,,PYW-C1-13-R1-011,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,V,322,,PYW-C1-13-R1-012,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,V,322,,PYW-C1-13-R1-013,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,V,322,,PYW-C1-13-R1-014,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,V,322,,PYW-C1-13-R1-015,,,NO,,,NO,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,V,322,PYWC1010,PYW-C1-13-R1-016,,,YES,C1010 (?),,NO,,,,,YES,,PYWATBEN,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,V,322,PYWC1012,PYW-C1-13-R1-017,,,YES,C1012 (?),,NO,,,,,YES,,PYWATBEN,,,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,V,322,PYWC1009,PYW-C1-13-R1-018,,,YES,C1009  (?),,NO,,,,,YES,,PYWATBEN,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,W,323,,PYS-N1-13-R1-001,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,W,323,,PYS-N1-13-R1-002,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,W,323,,PYS-N1-13-R1-003,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,W,323,,PYS-N1-13-R1-004,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,W,323,,PYS-N1-13-R1-005,,,,,,,,,,very short,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3244,W,323,,PYS-N1-13-R1-006,,,,,,,,,,3 pearl crescents nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,W,323,,PYS-N1-13-R1-007,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,W,323,,PYS-N1-13-R1-008,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,W,323,,PYS-N1-13-R1-009,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,W,323,,PYS-N1-13-R1-010,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,W,323,,PYS-N1-13-R1-011,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,W,323,,PYS-N1-13-R1-012,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,W,323,,PYS-N1-13-R1-013,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,W,323,,PYS-N1-13-R1-014,,,,,,,,,,dark orange,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,W,323,,PYS-N1-13-R1-015,,,,,,,,,,light orange,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,W,323,,PYS-N1-13-R1-016,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,W,323,,PYS-N1-13-R1-017,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,W,323,,PYS-N1-13-R1-018,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,W,323,,PYS-N1-13-R1-019,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,W,323,,PYS-N1-13-R1-020,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,W,323,,PYS-N1-13-R1-021,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,W,323,,PYS-N1-13-R1-022,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,W,323,,PYS-N1-13-R1-023,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,W,323,,PYS-N1-13-R1-024,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,W,323,,PYS-N1-13-R1-025,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,W,323,,PYS-N1-13-R1-026,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,W,323,,PYS-N1-13-R1-027,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,W,323,,PYS-N1-13-R1-028,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,W,323,,PYS-N1-13-R1-029,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,W,323,,PYS-N1-13-R1-030,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,W,323,,PYS-N1-13-R1-031,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,W,323,,PYS-N1-13-R1-032,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,W,323,,PYS-N1-13-R1-033,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,W,323,,PYS-N1-13-R1-034,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,W,323,PYSN1046,PYS-N1-13-R1-035,,,yes,"""001""",,,,,,,yes,,PYSN1AT,,,1,1,0,0,,was 001 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,,
3274,W,323,PYSN1002,PYS-N1-13-R1-036,,,yes,"""002""",,,,,,,yes,,PYSN1AT,,,0,0,0,0,,Plant is ABSENT in 2013; was 002 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,,
3275,W,323,PYSN1047,PYS-N1-13-R1-037,,,yes,"""003""",,,,,,,yes,,PYSN1AT,,,1,3,0,0,,was 003 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,,
3276,W,323,PYSN1048,PYS-N1-13-R1-038,,,yes,"""004""",,,,,,,yes,,PYSN1AT,,,0,3,0,0,,was 004 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,,
3277,W,323,PYSN1006,PYS-N1-13-R1-039,,,yes,N1106,,,,,,,yes,,PYSATBEN?,,,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,W,323,PYSN1004,PYS-N1-13-R1-040,,,yes,N1104,,,,,,,yes,,PYSATBEN?,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,W,323,PYSN1034,PYS-N1-13-R1-041,,,yes,N1134,,,,,,,yes,,PYSATBEN?,,,1,7,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,W,323,PYSN1031,PYS-N1-13-R1-042,,,yes,N1131,,,,,,,yes,,PYSATBEN?,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,W,323,PYSN1022,PYS-N1-13-R1-043,,,yes,N1122,,,,,,,yes,,PYSATBEN?,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,W,323,PYSN1021,PYS-N1-13-R1-044,,,yes,N1121,,,,,,,yes,,PYSATBEN?,,,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,X,324,PYSN2001,PYS-N2-13-R1-001,,,,,,,,,,,yes,,PYSATBEN,,,0,3,0,0,,"plant originates 6"" outside of newer fence, but flower stems lean thru fence into this pasture",,,,,,,,,,,,,,,,,,,,,,,,
3284,X,324,,PYS-N2-13-R1-002,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,X,324,PYSN2002,PYS-N2-13-R1-003,,,,,,,,,,,yes,,PYSATBEN,,,3,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,Y,325,RISN2001,RIS-N2-13-R2-001,,,,,,,,,,,yes,,RISATBEN and atRISnorthlate,,,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,Y,325,RISN2002,RIS-N2-13-R2-002,,,,,,,,,,,yes,,RISATBEN and atRISnorthlate,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,Y,325,RISN2003,RIS-N2-13-R2-003,,,,,,,,,,,yes,,RISATBEN and atRISnorthlate,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,Y,325,RISN2006,RIS-N2-13-R2-004,,,,,,,,,,,yes,,RISATBEN and atRISnorthlate,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,Y,325,RISN2009,RIS-N2-13-R2-005,,,,,,,,,,,yes,,RISATBEN and atRISnorthlate,,,2,1,0,1,,the stem that will not bloom is very short,,,,,,,,,,,,,,,,,,,,,,,,
3291,Y,325,RISN2106,RIS-N2-13-R2-006,,,,,,,,,,,yes,,RISATBEN and atRISnorthlate,,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,Y,325,RISN2107,RIS-N2-13-R2-007,,,,,,,,,,,yes,,RISATBEN and atRISnorthlate,,,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,Z,326,,RIS-N2-13-R3-001,,,,,,,,,,1 pearl cres nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,Z,326,,RIS-N2-13-R3-002,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,Z,326,,RIS-N2-13-R3-003,,,,,,,,,,1 crab spider consuming 1 pearl cres,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296,Z,326,,RIS-N2-13-R3-004,,,,,,,,,,1 pearl cres nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,Z,326,,RIS-N2-13-R3-005,,,,,,,,,,2 pearl cres nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298,Z,326,,RIS-N2-13-R3-006,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,Z,326,,RIS-N2-13-R3-007,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,Z,326,,RIS-N2-13-R3-008,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,Z,326,,RIS-N2-13-R3-009,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,Z,326,,RIS-N2-13-R3-010,,,,,,,,,,2 pearl cres nectaring,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,Z,326,,RIS-N2-13-R3-011,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,Z,326,,RIS-N2-13-R3-012,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305,Z,326,,RIS-N2-13-R3-013,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,Z,326,,RIS-N2-13-R3-014,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,Z,326,RISN2102,RIS-N2-13-R3-015,,,yes,002,,,,,,,yes,,ATrisNORTHlate,,,2,0,0,0,,orange larva (tiger moth?) was eating buds,,,,,,,,,,,,,,,,,,,,,,,,
3308,Z,326,RISN2103,RIS-N2-13-R3-016,,,,,,,,,,,yes,,ATrisNORTHlate,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,Z,326,RISN2104,RIS-N2-13-R3-017,,,,,,,,,,,yes,,ATrisNORTHlate,,,0,0,0,0,,Absent in 2013,,,,,,,,,,,,,,,,,,,,,,,,
3310,Z,326,RISN2105,RIS-N2-13-R3-018,,,,,,,,,,,yes,,ATrisNORTHlate,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,BN,366,RISC3-101,RIS-C3-13-R1-001,,,,101,,,,,,,Yes,PBG#3,atriscenterlate,,,1,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,BN,366,RISC3-102,RIS-C3-13-R1-002,,,,102,,,,,,,Yes,PBG#3,atriscenterlate,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,BN,366,RISC3-103,RIS-C3-13-R1-003,,,,103,,,,,,,Yes,PBG#3,atriscenterlate,,,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,BN,366,RISC3-104,RIS-C3-13-R1-004,,,,104,,,,,,,Yes,PBG#3,atriscenterlate,,,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,BN,366,RISC3-105,RIS-C3-13-R1-005,,,,105,,,,YES,RIS-C3-13-R2-001,,Yes,PBG#3,atriscenterlate,,,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,BN,366,RISC3-106,RIS-C3-13-R1-006,,,,106,,,,,,,Yes,PBG#3,atriscenterlate,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,BN,366,RISC3-107,RIS-C3-13-R1-007,,,,107,,,,,,,Yes,PBG#3,atriscenterlate,,,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,BN,366,RISC3-108,RIS-C3-13-R1-008,,,,108,,,,YES,RIS-C3-13-R2-002,,Yes,PBG#3,atriscenterlate,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,BN,366,RISC3-109,RIS-C3-13-R1-009,,,,109,,,,,,,Yes,PBG#3,atriscenterlate,,,8,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,AA,327,GILN1001,GIL-N1-13-R1-001,,,,,,,,,,,Yes,,GILN1AT & GILATBEN,,,2,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,AB,328,,GIL-N2-13-R1-000,,,,,,,,,,None Seen,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,Accidental Row,329,ACCIDENTAL ROW,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,AC,329,none (new in 2013),GIL-C1-13-R1-001,,,no,,,,,,,New! Not seen in 2012,yes,,AT2013GIL,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,AC,329,GILC1001,GIL-C1-13-R1-002,,,,GILC1001,,,,,,Same as C1001 in 2012,yes,,GILATBEN,,,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3326,AC,329,GILC1002,GIL-C1-13-R1-003,,,,C1002,,,,,,Same as C1002 in 2012,yes,,GILATBEN,,,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,AC,329,GILC1003,GIL-C1-13-R1-004,,,,C1003,,,,,,Same as C1003 in 2012,yes,,GILATBEN,,,0,8,0,0,,3 Pearl Cresents Visiting,,,,,,,,,,,,,,,,,,,,,,,,
