PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,TRIMBSBUD,TRIMBSFLOW,TRIMBSDONE,TRIMBS NOflow,DEAD STEMS,Length St1,LengthSt2,LengthSt3,Buds St 1,Buds St 2,Buds St 3,Flow St 1,Flow St 2,Flow St 3,BlooStatus St 1,BlooStatus St 2,BlooStatus St 3,Comments2,Comments 3,Ascl within 1 m?,Ascl within 2 m,Grazing lawn?,Shrubs within 1 m?,Bflies nectaring?,Monarch immatures2?,Crab spiders?,Other insects?,Comments 4,Bitten St 1,Bitten St 2,Bitten St 3,total # bitten stems,# of bitten stems flower this year,# bitten stems w axillary,# of UNbit stems w axillary,# of axillary shoots,# of BITTEN Axillary shoots,Comments 5 damage,Comments 6,Photo Exposure,Comments 7,Comments 8
3229,V,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,V,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,V,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,V,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3233,V,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234,V,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3235,V,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3236,V,322,PYWC1010,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,V,322,PYWC1012,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3238,V,322,PYWC1009,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3239,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3240,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3241,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3242,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,W,323,,,,,,,,,,,,,,,,,,,very short,,,,,,,,,,,,,,,,,,,,,,,,
3244,W,323,,,,,,,,,,,,,,,,,,,3 pearl crescents nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3245,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3246,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3248,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3252,W,323,,,,,,,,,,,,,,,,,,,dark orange,,,,,,,,,,,,,,,,,,,,,,,,
3253,W,323,,,,,,,,,,,,,,,,,,,light orange,,,,,,,,,,,,,,,,,,,,,,,,
3254,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3255,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3260,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3261,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3262,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3266,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3267,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3268,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3272,W,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,W,323,PYSN1046,1,1,0,0,,,,,,,,,,,,,,,was 001 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,
3274,W,323,PYSN1002,0,0,0,0,,,,,,,,,,,,,,,Plant is ABSENT in 2013; was 002 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,
3275,W,323,PYSN1047,1,3,0,0,,,,,,,,,,,,,,,was 003 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,
3276,W,323,PYSN1048,0,3,0,0,,,,,,,,,,,,,,,was 004 in Trimble file from 2012,,,,,,,,,,,,,,,,,,,,,,,
3277,W,323,PYSN1006,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,W,323,PYSN1004,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,W,323,PYSN1034,1,7,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3280,W,323,PYSN1031,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3281,W,323,PYSN1022,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3282,W,323,PYSN1021,4,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,X,324,PYSN2001,0,3,0,0,,,,,,,,,,,,,,,"plant originates 6"" outside of newer fence, but flower stems lean thru fence into this pasture",,,,,,,,,,,,,,,,,,,,,,,
3284,X,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,X,324,PYSN2002,3,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3286,Y,325,RISN2001,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3287,Y,325,RISN2002,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3288,Y,325,RISN2003,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,Y,325,RISN2006,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,Y,325,RISN2009,2,1,0,1,,,,,,,,,,,,,,,the stem that will not bloom is very short,,,,,,,,,,,,,,,,,,,,,,,
3291,Y,325,RISN2106,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3292,Y,325,RISN2107,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,Z,326,,,,,,,,,,,,,,,,,,,1 pearl cres nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3294,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295,Z,326,,,,,,,,,,,,,,,,,,,1 crab spider consuming 1 pearl cres,,,,,,,,,,,,,,,,,,,,,,,,
3296,Z,326,,,,,,,,,,,,,,,,,,,1 pearl cres nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3297,Z,326,,,,,,,,,,,,,,,,,,,2 pearl cres nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3298,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3302,Z,326,,,,,,,,,,,,,,,,,,,2 pearl cres nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3303,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3304,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3306,Z,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307,Z,326,RISN2102,2,0,0,0,,,,,,,,,,,,,,,orange larva (tiger moth?) was eating buds,,,,,,,,,,,,,,,,,,,,,,,
3308,Z,326,RISN2103,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,Z,326,RISN2104,0,0,0,0,,,,,,,,,,,,,,,Absent in 2013,,,,,,,,,,,,,,,,,,,,,,,
3310,Z,326,RISN2105,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,BN,366,RISC3-101,1,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3312,BN,366,RISC3-102,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,BN,366,RISC3-103,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,BN,366,RISC3-104,1,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3315,BN,366,RISC3-105,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,BN,366,RISC3-106,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,BN,366,RISC3-107,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,BN,366,RISC3-108,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,BN,366,RISC3-109,8,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320,AA,327,GILN1001,2,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3322,AB,328,,,,,,,,,,,,,,,,,,,None Seen,,,,,,,,,,,,,,,,,,,,,,,,
3323,Accidental Row,329,ACCIDENTAL ROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,AC,329,none (new in 2013),0,3,0,0,,,,,,,,,,,,,,New! Not seen in 2012,,,,,,,,,,,,,,,,,,,,,,,,
3325,AC,329,GILC1001,0,3,0,0,,,,,,,,,,,,,,Same as C1001 in 2012,,,,,,,,,,,,,,,,,,,,,,,,
3326,AC,329,GILC1002,0,2,0,0,,,,,,,,,,,,,,Same as C1002 in 2012,,,,,,,,,,,,,,,,,,,,,,,,
3327,AC,329,GILC1003,0,8,0,0,,,,,,,,,,,,,,Same as C1003 in 2012,3 Pearl Cresents Visiting,,,,,,,,,,,,,,,,,,,,,,,
3328,AC,329,none (new in 2013),0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,AC,329,none (new in 2013),0,10,0,1,,,,,,,,,,,,,,,2 Pearl Cresents nectaring & 1 dead pearl cresent held by crab spider,,,,,,,,,,,,,,,,,,,,Stem had buds but died this spring,,,
3330,AC,329,none (new in 2013),0,3,0,2,,,,,,,,,,,,,,,one of the two stems was bitten by large ungulate 12cm off the ground,,,,,,,,,,,,,,,,,,,,,,,
3332,Accidental Row,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,AD,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,AE,331,,,,,,,,,,,,,,,,,,, No Plants Seen,,,,,,,,,,,,,,,,,,,,,,,,
3335,AF,332,,,,,,,,,,,,,,,,,,,No Plants Seen,,,,,,,,,,,,,,,,,,,,,,,,
3336,AG,333,,,,,,,,,,,,,,,,,,,Validation Testing Performed: initial Bloom Status: full,Clouded sulfur and 2 pearl cresents nectaring,,,,,,,,,,,,,,,,,,,,,,,
3337,AG,333,,,,,,,,,,,,,,,,,,,Validation Testing Performed,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,
3338,AG,333,,,,,,,,,,,,,,,,,,,"the stem that will not flower this year was bitten off  10"" above ground by large herbivore, Validation Testing Performed: intial stem counts: Stems in Bud:0, Stems in Flower: 3, Stems No Flowers: 0, bloom status: full",2 pearls nectaring,,,,,,,,,,,,,,,,,,,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",,,
3339,AG,333,,,,,,,,,,,,,,,,,,,Validation Testing Performed: intial bloom status:full,1 pearl nectaring,,,,,,,,,,,,,,,,,,,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",,,
3340,AG,333,,,,,,,,,,,,,,,,,,,Validation Testing Performed,4 pearls and 1 monarch nectaring,,,,,,,,,,,,,,,,,,,,"very likely that Ben Nagel did not see these plant in 2012 given their great distance from E1. They are within East patch, which is good.",,,
3341,AG,333,LTR1003,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Anna H. revisited 3 plants that were trimbled in 2012. Two of the three plants had no flowers yet, & Ray did not see them during distance sampling",,,
3342,AG,333,LTR1001,5,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,AG,333,LTR1002,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3344,AH,334,,,,,,,,,,,,,,,,,,,Validation of stem counts performed: initial stems in flow: 4; no butterflies present,,,,,,,,,,,,,,,,,,,,,,,,
3345,AH,334,,,,,,,,,,,,,,,,,,,"Validation of stem counts performed: values the same; 1 coral hairstreak, 4 pearls",,,,,,,,,,,,,,,,,,,,,,,,
3346,AH,334,,,,,,,,,,,,,,,,,,,Validation of stem counts performed: values remained the same; 6 pearls,,,,,,,,,,,,,,,,,,,,,,,,
3347,AH,334,,,,,,,,,,,,,,,,,,,"Validation of stem count performed: initial StemsFLOWER 13, 1 pearl cresent",,,,,,,,,,,,,,,,,,,,,,,,
3348,AH,334,,,,,,,,,,,,,,,,,,,Validation of stem counts performed: initial Stems inFlow: 2; 4 pearl cresents nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3349,AH,334,LTRE2001,0,4,0,1,,,,,,,,,,,,,,,"1 monarch caterpillar visiting, 1 crab spider eating a fly",,,,,,,,,,,,,,,,,,,,,,,
3350,AH,334,LTRE2003,0,18,0,0,,,,,,,,,,,,,,,"1 great spangled, about 5 pearl cresents, and an unknown hairstreak visiting",,,,,,,,,,,,,,,,,,,,,,,
3351,AH,334,LTRE2002,0,2,0,0,,,,,,,,,,,,,,,2 pearl cresents and one unknown hairstreak/copper visiting,,,,,,,,,,,,,,,,,,,,,,,
3352,AH,334,LTRE2004,0,3,0,0,,,,,,,,,,,,,,,shortest stem is bent like it was trampled and then healed and flowered,,,,,,,,,,,,,,,,,,,,,,,
3353,AI,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,AI,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3355,AI,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,AI,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,AJ,336,,,,,,,,,,,,,,,,,,,"two stems, one flowering",,,,,,,,,,,,,,,,,,,,,,,,
3358,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3360,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3364,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3366,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368,AJ,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,AJ,336,,,,,,,,,,,,,,,,,,,"one full, 2 wont bloom; actually 3 stems 2 bitten off and reprouted as 2 each",,,,,,,,,,,,,,,,,,,,,,,,
3370,AJ,336,LTRC2005,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,AJ,336,LTRC2003,0,1,0,5,,,,,,,,,,,,,,,5 stems bitten off,,,,,,,,,,,,,,,,,,,,,,,
3372,AJ,336,LTRC2002,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,AJ,336,LTRC2004,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,AJ,336,LTRC2006,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3375,AJ,336,LTRC2007,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3376,AJ,336,LTRC2008,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,AJ,336,LTRC2001,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3378,AK,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3380,AL,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3381,AL,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,AL,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,AL,338,LTRW2001,2,0,0,0,,,,,,,,,,,,,,,Data collect by Shannon and transcribed by Ray from datasheet transect #319,,,,,,,,,,,,,,,,,,,,,,,
3384,AM,339,PYWN1001,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3385,AM,339,PYWN1002,0,5,0,0,,,,,,,,,,,,,,Black swallowtail nectared on tallest stem; clouded sulpher nectaring on shortest stem,"1 monarch, 1 clouded sulphur nectaring",,,,,,,,,,,,,,,,,,,,,,,
3386,AM,339,PYWN1003,0,2,0,0,,,,,,,,,,,,,,,1 pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,
3387,AN,340,,,,,,,,,,,,,,,,,,,"Very hard to see bloom status (hidden by fescue), 1 monarch nectaring",,,,,,,,,,,,,,,,,,,,,,,,
3388,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,AN,340,,,,,,,,,,,,,,,,,,,6 pearl cresents nectaring at it,,,,,,,,,,,,,,,,,,,,,,,,
3395,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3397,AN,340,,,,,,,,,,,,,,,,,,,1 clouded sulphur nectar,,,,,,,,,,,,,,,,,,,,,,,,
3398,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,AN,340,,,,,,,,,,,,,,,,,,,3 pearl cresents nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3401,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,AN,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,AN,340,PYWN2001,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,AN,340,PYWN2002,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,AN,340,PYWN2006,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,AN,340,PYWN2004,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,AN,340,PYWN2007,0,0,0,0,,,,,,,,,,,,,,,Top of plant eaten off,,,,,,,,,,,,,,,,,,,,,,,
3410,AN,340,PYWN2005,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,AN,340,PYWN2003,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,AN,340,PYWN2008,0,1,0,1,,,,,,,,,,,,,,,Top of plant eaten off,,,,,,,,,,,,,,,,,,,,,,,
3413,AO,341,,,,,,,,,,,,,,,,,,,1 pearl cresent,,,,,,,,,,,,,,,,,,,,,,,,
3414,AO,341,,,,,,,,,,,,,,,,,,,1 pearl cresent,,,,,,,,,,,,,,,,,,,,,,,,
3415,AO,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,AO,341,,,,,,,,,,,,,,,,,,,"1 monarch, 1 pearl nectaring",,,,,,,,,,,,,,,,,,,,,,,,
3417,AO,341,,,,,,,,,,,,,,,,,,,tiny,,,,,,,,,,,,,,,,,,,,,,,,
3418,AO,341,,,,,,,,,,,,,,,,,,,"1 clouded, 1 pearl nectaring",,,,,,,,,,,,,,,,,,,,,,,,
3419,AO,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,AO,341,,,,,,,,,,,,,,,,,,,1 pearl nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3421,AO,341,,,,,,,,,,,,,,,,,,,2 pearls nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3422,AO,341,,,,,,,,,,,,,,,,,,,seem white looking back,,,,,,,,,,,,,,,,,,,,,,,,
3423,AO,341,PYWC2005,0,2,0,0,,,,,,,,,,,,,,Same plant as PYWC1011 from 2012; this plant supercedes PYWC1001,1 crab spider,,,,,,,,,,,,,,,,,,,,this is the same plant as c1011 from 2012,,,
3424,AO,341,PYWC2002,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,very young buds (still in leaves),,,
3425,AO,341,PYWC2003,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,AO,341,PYWC2001,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,AO,341,PYWC2006,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 crab spider,,,
3428,Accidental Row,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,AP,342,,,,,,,,,,,,,,,,,,,monarch nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3430,AP,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,AP,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,AP,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,AP,342,,,,,,,,,,,,,,,,,,,Validated Count,,,,,,,,,,,,,,,,,,,,,,,,
3434,AP,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,AP,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,AP,342,PAWE1001,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,AP,342,PAWE1004,0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,AP,342,PAWE1005,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,AP,342,PAWE1006,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,AP,342,PAWE1007,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,AQ,343,,,,,,,,,,,,,,,,,,,"full, early full, early",,,,,,,,,,,,,,,,,,,,,,,,
3447,AQ,343,,,,,,,,,,,,,,,,,,,obscured by veg,,,,,,,,,,,,,,,,,,,,,,,,
3448,AQ,343,,,,,,,,,,,,,,,,,,,pearl cresent nectaring,,,,,,,,,,,,,,,,,,,,,,,,
3449,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,AQ,343,,,,,,,,,,,,,,,,,,,"full, full, full",,,,,,,,,,,,,,,,,,,,,,,,
3451,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,AQ,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
