PlantNumAuto,TranLetter2,AsclepTransID,PlantID Code from 2012,Name from 2012,Trimb in 2012?,2012 Trimb Pt name,2013 Plant ID Code,Trimbled in 2013?,Visited PREV in 2013?,Code for prev 2013 visit,Visited again in 2013?,Code for later visit,New 2013 ID in Trimble,Comments2,Seen during Dist?,Position,Distance,Direction,StemsBUD,StemsFLOWER,StemsDONE,StemsNOflowers,BloomStatusDist,On Trimble?,Which Trimble?,FileName?,Northing,Easting,TRIMBStemsBUD,TRIMBStemsFLOW,TRIMBStemsDONE,TRIMBStemsNOflow,Comments 3,Photo Exposure,Comments3b,SCValid Bud,SCValid Flor,SCValid Done,SCValid None,SCValid Bloom Status,Comments SCValid
3164,Q,317,,,no,,PYN-S2-13-R1-001,no,no,,,,,appears to be in PYN West patch,Yes,72,215,West,0,6,0,0,full,No,,,,,,,,,,,,,,,,,
3165,Q,317,PYNS2001,PYNS2001,yes,PYNS2001 (?),PYN-S2-13-R1-002,yes,no,,,,,,Yes,73,55,East,0,5,0,0,full,Yes,,PYNATBEN,,,0,9,0,0,,,,,,,,,
3166,Q,317,,,no,,PYN-S2-13-R1-003,no,no,,,,,,Yes,95,22,West,0,2,0,0,full,No,,,,,,,,,,,,,,,,,
3167,R,318,PYNW1001,,yes,001,PYN-W1-13-R1-001,yes,no,,,,,,No,,,,,,,,,Yes,,PynW1at,,,2,0,0,2,1 stem eaten by cattle,,,,,,,,
3168,R,318,PYNW1007,,yes,007,PYN-W1-13-R1-002,yes,no,,,,,,No,,,,,,,,,Yes,,PynW1at,,,1,0,0,0,,,,,,,,,
3169,R,318,PYNW1002,,yes,002,PYN-W1-13-R1-003,yes,no,,,,,,No,,,,,,,,,Yes,,PynW1at,,,3,0,0,1,,,,,,,,,
3170,R,318,PYNW1006,,yes,006,PYN-W1-13-R1-004,yes,no,,,,,,No,,,,,,,,,Yes,,PynW1at,,,1,0,0,0,stem is broken,,,,,,,,
3171,R,318,PYNW1004,,yes,004,PYN-W1-13-R1-005,yes,no,,,,,,No,,,,,,,,,Yes,,PynW1at,,,3,0,0,0,trampled by large vertebrate,,,,,,,,
3172,S,319,,,no,,PYN-N1W1-13-R1-001,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,10,115,East,0,9,0,0,full,,,,,,,,,,,,,,,,,,
3173,S,319,,,no,,PYN-N1W1-13-R1-002,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,12,133,East,0,5,,,full,,,,,,,,,,,,,,,,,,
3174,S,319,,,no,,PYN-N1W1-13-R1-003,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,14,130,East,0,10,,,full,,,,,,,,,,,,,,,,,,
3175,S,319,,,no,,PYN-N1W1-13-R1-004,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,14,114,East,0,13,,,full,,,,,,,,,,,,,,,,,,
3176,S,319,,,no,,PYN-N1W1-13-R1-005,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,16,106,East,0,8,,,full,,,,,,,,,,,,,,,,,,
3177,S,319,,,no,,PYN-N1W1-13-R1-006,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,19,108,East,0,8,,,full,,,,,,,,,,,,,,,,,,
3178,S,319,,,no,,PYN-N1W1-13-R1-007,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,21,108,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3179,S,319,,,no,,PYN-N1W1-13-R1-008,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,27,144,East,0,15,,,full,,,,,,,,,,,,,,,,,,
3180,S,319,,,no,,PYN-N1W1-13-R1-009,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,27,136,East,0,3,,,full,,,,,,,,,,,,,,,,,,
3181,S,319,,,no,,PYN-N1W1-13-R1-010,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,27,132,East,0,6,,,full,,,,,,,,,,,,,,,,,,
3182,S,319,,,no,,PYN-N1W1-13-R1-011,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,35,145,East,0,3,,,full,,,,,,,,,,,,,,,,,,
3183,S,319,,,no,,PYN-N1W1-13-R1-012,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,36,136,East,0,1,,,full,,,,,,,,,,,,,,,,,,
3184,S,319,,,no,,PYN-N1W1-13-R1-013,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,38,130,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3185,S,319,,,no,,PYN-N1W1-13-R1-014,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,41,103,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3186,S,319,,,no,,PYN-N1W1-13-R1-015,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,43,101,East,0,12,,,full,,,,,,,,,,,,,,,,,,
3187,S,319,,,no,,PYN-N1W1-13-R1-016,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,46,107,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3188,S,319,,,noo,,PYN-N1W1-13-R1-017,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,47,131,East,0,1,,,full,,,,,,,,,,,,,,,,,,
3189,S,319,,,no,,PYN-N1W1-13-R1-018,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,47,134,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3190,S,319,,,noo,,PYN-N1W1-13-R1-019,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,48,126,East,0,7,,,full,,,,,,,,,,,,,,,,,,
3191,S,319,,,noo,,PYN-N1W1-13-R1-020,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,48,101,East,0,1,,,full,,,,,,,,,,,,,,,,,,
3192,S,319,,,no,,PYN-N1W1-13-R1-021,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,49,103,East,0,1,,,full,,,,,,,,,,,,,,,,,,
3193,S,319,,,no,,PYN-N1W1-13-R1-022,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,53,110,East,0,3,,,full,,,,,,,,,,,,,,,,,,
3194,S,319,,,no,,PYN-N1W1-13-R1-023,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,53,104,East,0,4,,,full,,,,,,,,,,,,,,,,,,
3195,S,319,,,no,,PYN-N1W1-13-R1-024,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,55,107,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3196,S,319,,,no,,PYN-N1W1-13-R1-025,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,56,109,East,0,4,,,full,,,,,,,,,,,,,,,,,,
3197,S,319,,,no,,PYN-N1W1-13-R1-026,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,58,103,East,0,4,,,full,,,,,,,,,,,,,,,,,,
3198,S,319,,,no,,PYN-N1W1-13-R1-027,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,59,105,East,0,5,,,full,,,,,,,,,,,,,,,,,,
3199,S,319,,,no,,PYN-N1W1-13-R1-028,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,59,107,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3200,S,319,,,no,,PYN-N1W1-13-R1-029,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,62,106,East,0,1,,,full,,,,,,,,,,,,,,,,,,
3201,S,319,,,no,,PYN-N1W1-13-R1-030,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,62,105,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3202,S,319,,,no,,PYN-N1W1-13-R1-031,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,65,107,East,0,3,,,full,,,,,,,,,,,,,,,,,,
3203,S,319,,,noo,,PYN-N1W1-13-R1-032,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,70,78,East,0,5,,,full,,,,,,,,,,,,,,,,,,
3204,S,319,,,no,,PYN-N1W1-13-R1-033,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,72,112,East,0,10,,,full,,,,,,,,,,,,,,,,,,
3205,S,319,,,no,,PYN-N1W1-13-R1-034,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,73,126,East,0,1,,,full,,,,,,,,,,,,,,,,,,
3206,S,319,,,no,,PYN-N1W1-13-R1-035,no,,,,,,"in NORTH patch, viewed from West Patch",Yes,94,105,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3207,T,320,,,no,,PYN-W2-13-R1-001,no,no,,,,,,Yes,70,78,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3208,T,320,,,no,,PYN-W2-13-R1-002,no,no,,,,,,Yes,74,75,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3209,T,320,,,no,,PYN-W2-13-R1-003,no,no,,,,,hidden behind bush,Yes,74,73,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3210,T,320,,,no,,PYN-W2-13-R1-004,no,no,,,,,near rim,Yes,80,90,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3211,T,320,PYNW2001,,yes,PYNW2AT001,PYN-W2-13-R1-005,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,2,0,0,0,,,Jake and Gatha trimble data,,,,,,
3212,T,320,PYNW2003,,yes,003,PYN-W2-13-R1-006,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,3,0,0,2,,,Jake and Gatha trimble data,,,,,,
3213,T,320,PYNW2005,,yes,005,PYN-W2-13-R1-007,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,1,5,0,0,,,Jake and Gatha trimble data,,,,,,
3214,T,320,PYNW2004,,yes,004,PYN-W2-13-R1-008,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,1,1,0,2,flowering stem 18 cm apart; possibly different plant,,Jake and Gatha trimble data,,,,,,
3215,T,320,PYNW2010,,yes,010,PYN-W2-13-R1-009,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,0,6,0,0,,,Jake and Gatha trimble data,,,,,,
3216,T,320,PYNW2011,,yes,011,PYN-W2-13-R1-010,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,1,1,0,2,,,Jake and Gatha trimble data,,,,,,
3217,T,320,PYNW2006,,yes,006,PYN-W2-13-R1-011,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,5,0,0,0,,,Jake and Gatha trimble data,,,,,,
3218,T,320,PYNW2007,,yes,007,PYN-W2-13-R1-012,yes,no,,,,,,No,,,,0,,,,,Yes,,PYNW2AT,,,2,0,0,0,,,Jake and Gatha trimble data,,,,,,
3219,U,321,,,NO,,PYN-N2W2-13-R1-001,NO,NO,,,,,"In North patch, viewed from West Patch",Yes,30,140,East,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3220,U,321,,,NO,,PYN-N2W2-13-R1-002,no,NO,,,,,"In North Patch, viewed from West patch",Yes,70,120,East,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3221,V,322,,,NO,,PYW-C1-13-R1-001,NO,NO,,,,,,Yes,9,12,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3222,V,322,,,NO,,PYW-C1-13-R1-002,NO,NO,,,,,,Yes,15,3,West,0,4,,,full,,,,,,,,,,,,,,,,,,
3223,V,322,PYWC1002,C1002,YES,,PYW-C1-13-R1-003,YES,NO,,,,,,Yes,16,1,East,0,4,,,full,Yes,,PYWATBEN,,,0,4,0,0,,,,,,,,,
3224,V,322,,,NO,,PYW-C1-13-R1-004,NO,NO,,,,,,Yes,17,1,West,0,2,,,full,,,,,,,,,,,,,,,,,,
3225,V,322,,,NO,,PYW-C1-13-R1-005,NO,NO,,,,,,Yes,25,18,West,0,2,,,full,,,,,,,,,,,,,,,,,,
3226,V,322,,,NO,,PYW-C1-13-R1-006,NO,NO,,,,,,Yes,26,20,West,0,8,,,full,,,,,,,,,,,,,,,,,,
3227,V,322,,,NO,,PYW-C1-13-R1-007,NO,NO,,,,,,Yes,33,19,West,0,2,,,full,,,,,,,,,,,,,,,,,,
3228,V,322,,,NO,,PYW-C1-13-R1-008,NO,NO,,,,,,Yes,38,30,West,0,2,,,full,,,,,,,,,,,,,,,,,,
3229,V,322,,,NO,,PYW-C1-13-R1-009,NO,NO,,,,,,Yes,38,73,West,0,3,,,full,,,,,,,,,,,,,,,,,,
3230,V,322,,,NO,,PYW-C1-13-R1-010,NO,NO,,,,,,Yes,39,22,West,0,4,,,full,,,,,,,,,,,,,,,,,,
3231,V,322,,,NO,,PYW-C1-13-R1-011,NO,NO,,,,,,Yes,48,68,West,0,2,,,full,,,,,,,,,,,,,,,,,,
3232,V,322,,,NO,,PYW-C1-13-R1-012,NO,NO,,,,,,Yes,52,20,West,0,2,,,full,,,,,,,,,,,,,,,,,,
3233,V,322,,,NO,,PYW-C1-13-R1-013,NO,NO,,,,,,Yes,53,20,West,0,4,,,full,,,,,,,,,,,,,,,,,,
3234,V,322,,,NO,,PYW-C1-13-R1-014,NO,NO,,,,,,Yes,53,68,West,0,3,,,full,,,,,,,,,,,,,,,,,,
3235,V,322,,,NO,,PYW-C1-13-R1-015,NO,NO,,,,,,Yes,64,8,East,0,2,,,full,,,,,,,,,,,,,,,,,,
3236,V,322,PYWC1010,C1010,YES,,PYW-C1-13-R1-016,YES,NO,,,,,,Yes,85,28,West,0,2,,,full,Yes,,PYWATBEN,,,0,2,0,0,,,,,,,,,
3237,V,322,PYWC1012,C1012,YES,,PYW-C1-13-R1-017,YES,NO,,,,,,Yes,97,7,West,0,4,,,full,Yes,,PYWATBEN,,,0,4,0,0,,,,,,,,,
3238,V,322,PYWC1009,C1009,YES,,PYW-C1-13-R1-018,YES,NO,,,,,,No,,,,0,,,,,Yes,,PYWATBEN,,,0,3,0,0,,,,,,,,,
3239,W,323,,,,,PYS-N1-13-R1-001,NO,,,,,,,Yes,2,36,East,0,0,1,0,full,,,,,,,,,,,,,,,,,,
3240,W,323,,,,,PYS-N1-13-R1-002,N,,,,,,,Yes,4,29,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3241,W,323,,,,,PYS-N1-13-R1-003,N,,,,,,,Yes,7,40,East,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3242,W,323,,,,,PYS-N1-13-R1-004,N,,,,,,,Yes,8,40,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3243,W,323,,,,,PYS-N1-13-R1-005,N,,,,,,very short,Yes,10,40,East,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3244,W,323,,,,,PYS-N1-13-R1-006,N,,,,,,3 pearl crescents nectaring,Yes,16,40,East,1,4,0,0,full,,,,,,,,,,,,,,,,,,
3245,W,323,,,,,PYS-N1-13-R1-007,N,,,,,,,Yes,21,45,East,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3246,W,323,,,,,PYS-N1-13-R1-008,N,,,,,,,Yes,28,13,East,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3247,W,323,,,,,PYS-N1-13-R1-009,N,,,,,,,Yes,43,10,South,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3248,W,323,,,,,PYS-N1-13-R1-010,N,,,,,,,Yes,43,17,South,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3249,W,323,,,,,PYS-N1-13-R1-011,N,,,,,,,Yes,43,13,South,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3250,W,323,,,,,PYS-N1-13-R1-012,N,,,,,,,Yes,43,14,South,0,5,0,0,full,,,,,,,,,,,,,,,,,,
3251,W,323,,,,,PYS-N1-13-R1-013,N,,,,,,,Yes,43,15,South,0,7,0,0,full,,,,,,,,,,,,,,,,,,
3252,W,323,,,,,PYS-N1-13-R1-014,N,,,,,,dark orange,Yes,43,15,South,0,11,0,0,full,,,,,,,,,,,,,,,,,,
3253,W,323,,,,,PYS-N1-13-R1-015,N,,,,,,light orange,Yes,43,13,South,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3254,W,323,,,,,PYS-N1-13-R1-016,N,,,,,,,Yes,44,18,South,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3255,W,323,,,,,PYS-N1-13-R1-017,N,,,,,,,Yes,43,19,South,1,1,0,0,early,,,,,,,,,,,,,,,,,,
3256,W,323,,,,,PYS-N1-13-R1-018,N,,,,,,,Yes,57,65,North,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3257,W,323,,,,,PYS-N1-13-R1-019,N,,,,,,,Yes,60,57,North,0,3,0,0,full,,,,,,,,,,,,,,,,,,
3258,W,323,,,,,PYS-N1-13-R1-020,N,,,,,,,Yes,68,68,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3259,W,323,,,,,PYS-N1-13-R1-021,N,,,,,,,Yes,72,62,North,0,6,0,0,full,,,,,,,,,,,,,,,,,,
3260,W,323,,,,,PYS-N1-13-R1-022,N,,,,,,,Yes,72,65,North,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3261,W,323,,,,,PYS-N1-13-R1-023,N,,,,,,,Yes,75,63,North,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3262,W,323,,,,,PYS-N1-13-R1-024,N,,,,,,,Yes,79,59,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3263,W,323,,,,,PYS-N1-13-R1-025,N,,,,,,,Yes,80,53,North,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3264,W,323,,,,,PYS-N1-13-R1-026,N,,,,,,,Yes,82,68,North,0,4,0,0,full,,,,,,,,,,,,,,,,,,
3265,W,323,,,,,PYS-N1-13-R1-027,N,,,,,,,Yes,86,16,South,0,3,0,0,full,,,,,,,,,,,,,0,3,0,0,,
3266,W,323,,,,,PYS-N1-13-R1-028,N,,,,,,,Yes,88,61,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3267,W,323,,,,,PYS-N1-13-R1-029,N,,,,,,,Yes,93,17,South,0,7,0,0,full,,,,,,,,,,,,,0,6,0,0,late full (3 longest,
3268,W,323,,,,,PYS-N1-13-R1-030,N,,,,,,,Yes,94,13,South,0,2,0,0,full,,,,,,,,,,,,,2,2,0,0,"full, full, bud, bud",
3269,W,323,,,,,PYS-N1-13-R1-031,N,,,,,,,Yes,95,33,South,0,4,0,0,full,,,,,,,,,,,,,1,5,0,0,"full, full, early full",
3270,W,323,,,,,PYS-N1-13-R1-032,N,,,,,,,Yes,95,15,South,1,5,0,0,full,,,,,,,,,,,,,0,3,0,2,,1 black swallowtail and 2 pearls nectaring
3271,W,323,,,,,PYS-N1-13-R1-033,N,,,,,,,Yes,96,59,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3272,W,323,,,,,PYS-N1-13-R1-034,N,,,,,,,Yes,96,58,North,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3273,W,323,,PYSN1046,,,PYS-N1-13-R1-035,yes,,,,,,,No,,,,0,,,,,,,PYSN1AT,,,1,1,0,0,was 001 in Trimble file from 2012,,,,,,,,
3274,W,323,,PYSN1002,,,PYS-N1-13-R1-036,y,,,,,,,No,,,,0,,,,,,,PYSN1AT,,,0,0,0,0,Plant is ABSENT in 2013; was 002 in Trimble file from 2012,,,,,,,,
3275,W,323,,PYSN1047,,,PYS-N1-13-R1-037,y,,,,,,,No,,,,0,,,,,,,PYSN1AT,,,1,3,0,0,was 003 in Trimble file from 2012,,,,,,,,
3276,W,323,,PYSN1048,,,PYS-N1-13-R1-038,y,,,,,,,No,,,,0,,,,,,,PYSN1AT,,,0,3,0,0,was 004 in Trimble file from 2012,,,,,,,,
3277,W,323,,N1106,,,PYS-N1-13-R1-039,y,,,,,,,No,,,,0,,,,,,,PYSATBEN?,,,1,4,0,0,,,,,,,,,
3278,W,323,,N1104,,,PYS-N1-13-R1-040,y,,,,,,,No,,,,0,,,,,,,PYSATBEN?,,,0,5,0,0,,,,,,,,,
3279,W,323,,N1134,,,PYS-N1-13-R1-041,y,,,,,,,No,,,,0,,,,,,,PYSATBEN?,,,1,7,0,4,,,,,,,,,
3280,W,323,,N1131,,,PYS-N1-13-R1-042,y,,,,,,,No,,,,0,,,,,,,PYSATBEN?,,,0,1,0,0,,,,,,,,,
3281,W,323,,N1122,,,PYS-N1-13-R1-043,y,,,,,,,No,,,,0,,,,,,,PYSATBEN?,,,0,1,0,0,,,,,,,,,
3282,W,323,,N1121,,,PYS-N1-13-R1-044,y,,,,,,,No,,,,0,,,,,,,PYSATBEN?,,,4,0,0,1,,,,,,,,,
3283,X,324,,PYSN2001,,,PYS-N2-13-R1-001,yes,,,,,,,Yes,3,45,East,0,3,0,0,early full,,,PYSATBEN,,,0,3,0,0,"plant originates 6"" outside of newer fence, but flower stems lean thru fence into this pasture",,,,,,,,
3284,X,324,,,,,PYS-N2-13-R1-002,no,,,,,,,Yes,35,41,East,0,7,0,0,early full,,,,,,,,,,,,,0,6,0,2,early full,
3285,X,324,,PYSN2002,,,PYS-N2-13-R1-003,yes,,,,,,,Yes,63,40,East,0,9,0,0,early full,,,PYSATBEN,,,3,14,0,1,,,,,,,,,
3286,Y,325,RISN2001,RISN2001,,,RIS-N2-13-R2-001,Y,,,,,,,No,,,,0,,,,,Yes,,RISATBEN and atRISnorthlate,,,0,4,0,1,,,,,,,,,
3287,Y,325,RISN2002,RISN2002,,,RIS-N2-13-R2-002,Y,,,,,,,No,,,,0,,,,,Yes,,RISATBEN and atRISnorthlate,,,0,1,0,1,,,,,,,,,
3288,Y,325,RISN2003,RISN2003,,,RIS-N2-13-R2-003,Y,,,,,,,No,,,,0,,,,,Yes,,RISATBEN and atRISnorthlate,,,0,0,0,1,,,,,,,,,
3289,Y,325,RISN2006,RISN2006,,,RIS-N2-13-R2-004,Y,,,,,,,No,,,,0,,,,,Yes,,RISATBEN and atRISnorthlate,,,0,1,0,0,,,,,,,,,
3290,Y,325,,RISN2009,,,RIS-N2-13-R2-005,Y,,,,,,,No,,,,0,,,,,Yes,,RISATBEN and atRISnorthlate,,,2,1,0,1,the stem that will not bloom is very short,,,,,,,,
3291,Y,325,,RISN2106,,,RIS-N2-13-R2-006,Y,,,,,,,No,,,,0,,,,,Yes,,RISATBEN and atRISnorthlate,,,0,1,0,0,,,,,,,,,
3292,Y,325,,RISN2107,,,RIS-N2-13-R2-007,Y,,,,,,,No,,,,0,,,,,Yes,,RISATBEN and atRISnorthlate,,,2,0,0,0,,,,,,,,,
3293,Z,326,,,,,RIS-N2-13-R3-001,no,,,,,,1 pearl cres nectaring,Yes,1,3,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3294,Z,326,,,,,RIS-N2-13-R3-002,no,,,,,,,Yes,19,3,West,1,4,0,0,full,,,,,,,,,,,,,,,,,,
3295,Z,326,,,,,RIS-N2-13-R3-003,no,,,,,,1 crab spider consuming 1 pearl cres,Yes,21,18,East,0,1,0,0,full,,,,,,,,,,,,,0,1,0,0,full,
3296,Z,326,,,,,RIS-N2-13-R3-004,no,,,,,,1 pearl cres nectaring,Yes,23,14,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3297,Z,326,,,,,RIS-N2-13-R3-005,no,,,,,,2 pearl cres nectaring,Yes,24,24,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3298,Z,326,,,,,RIS-N2-13-R3-006,no,,,,,,,Yes,25,32,East,0,4,0,0,full,,,,,,,,,,,,,2,2,0,0,full,
3299,Z,326,,,,,RIS-N2-13-R3-007,no,,,,,,,Yes,26,24,East,0,1,0,0,early,,,,,,,,,,,,,,,,,,
3300,Z,326,,,,,RIS-N2-13-R3-008,no,,,,,,,Yes,32,10,West,0,2,0,0,early full,,,,,,,,,,,,,,,,,,
3301,Z,326,,,,,RIS-N2-13-R3-009,no,,,,,,,Yes,32.5,22,West,0,2,0,0,full,,,,,,,,,,,,,,,,,,
3302,Z,326,,,,,RIS-N2-13-R3-010,no,,,,,,2 pearl cres nectaring,Yes,31.5,21,East,1,2,0,0,full,,,,,,,,,,,,,,,,,,
3303,Z,326,,,,,RIS-N2-13-R3-011,no,,,,,,,Yes,34,4,East,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3304,Z,326,,,,,RIS-N2-13-R3-012,no,,,,,,,Yes,35.5,3,West,0,1,0,0,full,,,,,,,,,,,,,,,,,,
3305,Z,326,,,,,RIS-N2-13-R3-013,no,,,,,,,Yes,39,39,East,0,2,0,0,full,,,,,,,,,,,,,0,1,0,0,FULL,1 crab spider hunting
3306,Z,326,,,,,RIS-N2-13-R3-014,no,,,,,,,Yes,40.5,37,East,0,4,0,0,full,,,,,,,,,,,,,0,4,0,0,full,1 crab spider holding 1 dead pearl cres; 1 coral hairstreak and 1 pearl cres nectaring
3307,Z,326,,RISN2102,yes,002,RIS-N2-13-R3-015,yes,,,,,,,No,,,,0,,,,,,,ATrisNORTHlate,,,2,0,0,0,orange larva (tiger moth?) was eating buds,,,,,,,,
3308,Z,326,,RISN2103,,,RIS-N2-13-R3-016,yes,,,,,,,No,,,,0,,,,,,,ATrisNORTHlate,,,0,0,0,1,,,,,,,,,
3309,Z,326,,RISN2104,,,RIS-N2-13-R3-017,yes,,,,,,,No,,,,0,,,,,,,ATrisNORTHlate,,,0,0,0,0,Absent in 2013,,,,,,,,
3310,Z,326,,RISN2105,,,RIS-N2-13-R3-018,yes,,,,,,,No,,,,0,,,,,,,ATrisNORTHlate,,,0,0,0,1,,,,,,,,,
3311,BN,366,RISC3-101,RISC101,,101?,RIS-C3-13-R1-001,Yes,,,,,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,1,8,0,0,,,,,,,,,
3312,BN,366,RISC3-102,102,,102?,RIS-C3-13-R1-002,Yes,,,,,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,0,2,0,0,,,,,,,,,
3313,BN,366,RISC3-103,103,,103?,RIS-C3-13-R1-003,Yes,,,,,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,2,10,0,0,,,,,,,,,
3314,BN,366,RISC3-104,104,,104?,RIS-C3-13-R1-004,Yes,,,,,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,1,5,0,0,,,,,,,,,
3315,BN,366,RISC3-105,105,,105?,RIS-C3-13-R1-005,Yes,,,YES,RIS-C3-13-R2-001,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,3,2,0,0,,,,,,,,,
3316,BN,366,RISC3-106,106,,106?,RIS-C3-13-R1-006,Yes,,,,,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,0,2,0,0,,,,,,,,,
3317,BN,366,RISC3-107,107,,107?,RIS-C3-13-R1-007,Yes,,,,,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,0,5,0,0,,,,,,,,,
3318,BN,366,RISC3-108,108,,108?,RIS-C3-13-R1-008,Yes,,,YES,RIS-C3-13-R2-002,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,0,2,0,0,,,,,,,,,
3319,BN,366,RISC3-109,109,,109?,RIS-C3-13-R1-009,Yes,,,,,,,No,,,,0,,,,,,PBG#3,atriscenterlate,,,8,0,0,3,,,,,,,,,
3320,AA,327,,GILN1001,,,GIL-N1-13-R1-001,Yes,,,,,,,Yes,86,68,East,0,5,0,0,full,,,GILN1AT & GILATBEN,,,2,6,0,1,,,,,,,,,
3322,AB,328,,,,,GIL-N2-13-R1-000,No,,,,,,None Seen,No,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
3323,Accidental Row,329,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324,AC,329,none (new in 2013),none (new in 2013),,,GIL-C1-13-R1-001,Y,,,,,,New! Not seen in 2012,Yes,54,12,East,0,3,0,0,full,No,,AT2013GIL,,,0,3,0,0,,,,,,,,,
